Timestamp_Readable,Src_IP,Dst_IP,EventType,event_count,Details,Source
2021-05-11 20:15:00,10.16.1.1,10.16.1.2,Persistence 1,1,Node 10.16.1.1:43969 connected to 10.16.1.2:80 soon after CC 10.16.1.2:137->10.16.1.1:137,Inferred Logic
2021-05-11 20:20:00,10.16.1.1,10.16.1.2,Direct Attack,2,"DOS_ATTACK - {'host_ip': '10.16.1.2', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(-70.7865823956315)}",Anomaly Log
2021-05-11 20:25:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-11 20:25:00,10.16.1.1,10.16.1.2,Persistence 1,1,Node 10.16.1.1:58628 connected to 10.16.1.2:22 soon after CC 10.16.1.2:137->10.16.1.1:137,Inferred Logic
2021-05-11 20:25:00,10.16.1.2,10.16.1.3,Reverse CC Connection,1,"Node 10.16.1.2:nan (Zombie) connected back to Zombie 10.16.1.3:nan (same subnet, time window satisfied)",Inferred Logic
2021-05-11 20:30:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:137 (victim/zombie) moved laterally to 10.16.1.255:137 in the same subnet soon after being attacked,Inferred Logic
2021-05-11 20:30:00,10.16.1.1,10.16.1.2,Persistence 1,1,Node 10.16.1.1:58631 connected to 10.16.1.2:22 soon after CC 10.16.1.2:137->10.16.1.1:137,Inferred Logic
2021-05-11 20:35:00,10.16.1.1,10.16.1.2,Persistence 1,1,Node 10.16.1.1:58633 connected to 10.16.1.2:22 soon after CC 10.16.1.2:137->10.16.1.1:137,Inferred Logic
2021-05-11 20:35:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:137 (victim/zombie) moved laterally to 10.16.1.255:137 in the same subnet soon after being attacked,Inferred Logic
2021-05-11 20:40:00,10.16.1.1,10.16.1.2,Persistence 1,1,Node 10.16.1.1:58639 connected to 10.16.1.2:22 soon after CC 10.16.1.2:137->10.16.1.1:137,Inferred Logic
2021-05-11 20:40:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-11 20:45:00,10.16.1.2,10.16.1.3,Reverse CC Connection,1,"Node 10.16.1.2:49265 (Zombie) connected back to Zombie 10.16.1.3:80 (same subnet, time window satisfied)",Inferred Logic
2021-05-11 20:45:00,10.16.1.3,10.16.1.2,Persistence 1,1,Node 10.16.1.3:nan connected to 10.16.1.2:nan soon after CC 10.16.1.2:?->10.16.1.3:?,Inferred Logic
2021-05-11 20:45:00,10.16.1.1,10.16.1.2,Persistence 1,1,Node 10.16.1.1:58645 connected to 10.16.1.2:22 soon after CC 10.16.1.2:137->10.16.1.1:137,Inferred Logic
2021-05-11 20:50:00,10.16.1.2,10.16.1.3,Direct Attack,3,"DOS_ATTACK - {'host_ip': '10.16.1.2', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(289.6818830614411)}",Anomaly Log
2021-05-11 20:50:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-11 20:50:00,10.16.1.1,10.16.1.2,Persistence 1,1,Node 10.16.1.1:58647 connected to 10.16.1.2:22 soon after CC 10.16.1.2:137->10.16.1.1:137,Inferred Logic
2021-05-11 20:50:00,10.16.1.3,10.1.2.2,Direct Attack,1,"DOS_ATTACK - {'host_ip': '10.16.1.3', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(-59.8309441747649)}",Anomaly Log
2021-05-11 21:00:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-11 21:05:00,10.16.1.3,10.1.2.2,Direct Attack,1,"DOS_ATTACK - {'host_ip': '10.16.1.3', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(-57.28059676753601)}",Anomaly Log
2021-05-11 21:15:00,10.16.1.1,172.16.128.116,Direct Attack,2,"PORT_SCAN - {'host_ip': '10.16.1.1', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(3384.3482957941596)}",Anomaly Log
2021-05-11 21:15:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-11 21:25:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-11 21:40:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-11 21:45:00,10.16.1.1,10.16.1.2,Lateral Movement,1,Node 10.16.1.1:51057 (victim/zombie) moved laterally to 10.16.1.2:22 in the same subnet soon after being attacked,Inferred Logic
2021-05-11 21:50:00,10.16.1.1,10.16.1.2,Lateral Movement,1,Node 10.16.1.1:59429 (victim/zombie) moved laterally to 10.16.1.2:22 in the same subnet soon after being attacked,Inferred Logic
2021-05-11 21:50:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-11 21:55:00,10.16.1.1,10.16.1.2,Lateral Movement,1,Node 10.16.1.1:52010 (victim/zombie) moved laterally to 10.16.1.2:5555 in the same subnet soon after being attacked,Inferred Logic
2021-05-11 22:00:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-11 22:00:00,10.16.1.1,10.16.1.2,Lateral Movement,1,Node 10.16.1.1:59317 (victim/zombie) moved laterally to 10.16.1.2:5555 in the same subnet soon after being attacked,Inferred Logic
2021-05-11 22:05:00,10.16.1.1,10.16.1.2,Direct Attack,3,"BRUTE_FORCE - {'host_ip': '10.16.1.1', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(620.2029131175118)}",Anomaly Log
2021-05-11 22:15:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-11 22:20:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:137 (victim/zombie) moved laterally to 10.16.1.255:137 in the same subnet soon after being attacked,Inferred Logic
2021-05-11 22:25:00,10.16.1.1,10.16.1.2,Lateral Movement,1,Node 10.16.1.1:59432 (victim/zombie) moved laterally to 10.16.1.2:22 in the same subnet soon after being attacked,Inferred Logic
2021-05-11 22:25:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-11 22:30:00,10.16.1.2,10.16.1.3,Lateral Movement,1,Node 10.16.1.2:49296 (victim/zombie) moved laterally to 10.16.1.3:22 in the same subnet soon after being attacked,Inferred Logic
2021-05-11 22:30:00,10.16.1.3,10.16.1.254,Direct Attack,1,"DOS_ATTACK - {'host_ip': '10.16.1.3', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(-57.75929935361286)}",Anomaly Log
2021-05-11 22:30:00,10.16.1.1,10.16.1.2,Lateral Movement,1,Node 10.16.1.1:32999 (victim/zombie) moved laterally to 10.16.1.2:5555 in the same subnet soon after being attacked,Inferred Logic
2021-05-11 22:40:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-11 22:50:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-11 22:55:00,10.16.1.2,10.16.1.3,Direct Attack,3,"DOS_ATTACK - {'host_ip': '10.16.1.2', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(5108.200258624147)}",Anomaly Log
2021-05-11 22:55:00,10.16.1.3,10.1.2.2,Direct Attack,1,"DOS_ATTACK - {'host_ip': '10.16.1.3', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(-67.120027214795)}",Anomaly Log
2021-05-11 23:00:00,10.16.1.2,10.16.1.3,Direct Attack,3,"DOS_ATTACK - {'host_ip': '10.16.1.2', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(10000.0)}",Anomaly Log
2021-05-11 23:00:00,10.16.1.3,10.1.2.2,Direct Attack,1,"DOS_ATTACK - {'host_ip': '10.16.1.3', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(-64.74510726410128)}",Anomaly Log
2021-05-11 23:00:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-11 23:05:00,10.16.1.2,10.16.1.3,Direct Attack,3,"DOS_ATTACK - {'host_ip': '10.16.1.3', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(-64.99330392790718)}",Anomaly Log
2021-05-11 23:05:00,10.16.1.3,10.1.2.2,Direct Attack,1,"DOS_ATTACK - {'host_ip': '10.16.1.3', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(-64.99330392790718)}",Anomaly Log
2021-05-11 23:15:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-11 23:25:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-11 23:30:00,10.16.1.1,10.16.1.2,Lateral Movement,1,Node 10.16.1.1:59434 (victim/zombie) moved laterally to 10.16.1.2:22 in the same subnet soon after being attacked,Inferred Logic
2021-05-11 23:30:00,10.16.1.2,10.16.1.3,Lateral Movement,1,Node 10.16.1.2:52495 (victim/zombie) moved laterally to 10.16.1.3:21 in the same subnet soon after being attacked,Inferred Logic
2021-05-11 23:35:00,10.16.1.3,10.16.1.254,Direct Attack,1,"DOS_ATTACK - {'host_ip': '10.16.1.3', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(-83.6645202708125)}",Anomaly Log
2021-05-11 23:35:00,10.16.1.2,10.16.1.3,Direct Attack,3,"DOS_ATTACK - {'host_ip': '10.16.1.2', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(6317.075602272977)}",Anomaly Log
2021-05-11 23:35:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-11 23:40:00,10.16.1.2,10.16.1.3,Direct Attack,2,"DOS_ATTACK - {'host_ip': '10.16.1.2', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(2021.0886128049665)}",Anomaly Log
2021-05-11 23:45:00,10.16.1.2,10.16.1.3,Direct Attack,2,"DOS_ATTACK - {'host_ip': '10.16.1.2', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(494.73082254917904)}",Anomaly Log
2021-05-11 23:50:00,10.16.1.2,10.16.1.3,Direct Attack,3,"DOS_ATTACK - {'host_ip': '10.16.1.3', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(-68.4859241600386)}",Anomaly Log
2021-05-11 23:50:00,10.16.1.3,10.1.2.2,Direct Attack,1,"DOS_ATTACK - {'host_ip': '10.16.1.3', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(-68.4859241600386)}",Anomaly Log
2021-05-11 23:50:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 00:00:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 00:10:00,10.16.1.2,10.16.1.3,Lateral Movement,1,Node 10.16.1.2:52701 (victim/zombie) moved laterally to 10.16.1.3:6001 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 00:15:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 00:20:00,10.16.1.3,10.1.2.2,Direct Attack,1,"DOS_ATTACK - {'host_ip': '10.16.1.3', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(-62.73842794874487)}",Anomaly Log
2021-05-12 00:20:00,10.16.1.2,10.16.1.3,Lateral Movement,1,Node 10.16.1.2:52709 (victim/zombie) moved laterally to 10.16.1.3:80 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 00:25:00,10.16.1.2,10.16.1.3,Lateral Movement,1,Node 10.16.1.2:52710 (victim/zombie) moved laterally to 10.16.1.3:80 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 00:25:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 00:30:00,10.16.1.2,10.16.1.3,Lateral Movement,1,Node 10.16.1.2:52717 (victim/zombie) moved laterally to 10.16.1.3:22 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 00:30:00,10.16.1.3,10.16.1.254,Direct Attack,1,"DOS_ATTACK - {'host_ip': '10.16.1.3', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(219.63043464825236)}",Anomaly Log
2021-05-12 00:30:00,10.16.1.3,10.1.2.2,Direct Attack,1,"DOS_ATTACK - {'host_ip': '10.16.1.3', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(219.63043464825236)}",Anomaly Log
2021-05-12 00:35:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 00:45:00,10.16.1.2,10.16.1.3,Lateral Movement,1,Node 10.16.1.2:52719 (victim/zombie) moved laterally to 10.16.1.3:6001 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 00:50:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 00:50:00,10.16.1.3,10.16.1.254,Direct Attack,1,"DOS_ATTACK - {'host_ip': '10.16.1.3', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(443.3734081036298)}",Anomaly Log
2021-05-12 00:55:00,10.16.1.3,10.1.2.2,Direct Attack,2,"DOS_ATTACK - {'host_ip': '10.16.1.3', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(-61.98230117532319)}",Anomaly Log
2021-05-12 00:55:00,10.16.1.1,10.16.1.2,Data Download,3,"{'host_ip': '10.16.1.2', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(1143.89289658057)}",Inferred Logic (from Anomaly)
2021-05-12 00:55:00,10.16.1.2,10.16.1.3,Data Download,3,"{'host_ip': '10.16.1.3', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(-64.98295727442863)}",Inferred Logic (from Anomaly)
2021-05-12 00:55:00,172.16.128.116,10.16.1.1,Data Download,1,"{'host_ip': '10.16.1.1', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(1545.9339137716233)}",Inferred Logic (from Anomaly)
2021-05-12 01:00:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 01:10:00,10.16.1.2,10.16.1.3,Lateral Movement,1,Node 10.16.1.2:52720 (victim/zombie) moved laterally to 10.16.1.3:21 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 01:15:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 01:20:00,10.16.1.2,10.16.1.3,Lateral Movement,1,Node 10.16.1.2:52721 (victim/zombie) moved laterally to 10.16.1.3:21 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 01:25:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 01:35:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 01:45:00,10.16.1.1,10.16.1.2,Data Download,3,"{'host_ip': '10.16.1.2', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(3183.1066996984246)}",Inferred Logic (from Anomaly)
2021-05-12 01:45:00,172.16.128.116,10.16.1.1,Data Download,1,"{'host_ip': '10.16.1.1', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(1367.6259729643298)}",Inferred Logic (from Anomaly)
2021-05-12 01:45:00,10.16.1.2,10.16.1.3,Data Download,3,"{'host_ip': '10.16.1.2', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(3183.1066996984246)}",Inferred Logic (from Anomaly)
2021-05-12 01:45:00,10.16.1.3,10.16.1.254,Direct Attack,1,"DOS_ATTACK - {'host_ip': '10.16.1.3', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(-61.10253829212523)}",Anomaly Log
2021-05-12 01:50:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 02:00:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 02:15:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 02:25:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 02:35:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 02:50:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 03:00:00,10.16.1.1,10.16.1.2,Lateral Movement,1,Node 10.16.1.1:59456 (victim/zombie) moved laterally to 10.16.1.2:22 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 03:00:00,10.16.1.2,10.16.1.3,Lateral Movement,1,Node 10.16.1.2:52733 (victim/zombie) moved laterally to 10.16.1.3:22 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 03:00:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 03:05:00,10.16.1.1,10.16.1.2,Lateral Movement,1,Node 10.16.1.1:59459 (victim/zombie) moved laterally to 10.16.1.2:22 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 03:05:00,10.16.1.2,10.16.1.3,Lateral Movement,1,Node 10.16.1.2:52737 (victim/zombie) moved laterally to 10.16.1.3:22 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 03:15:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 03:25:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 03:35:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 03:50:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 04:00:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 04:15:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 04:25:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 04:35:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 04:50:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 05:00:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 05:15:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 05:25:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 05:35:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 05:50:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 06:00:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 06:15:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 06:25:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 06:35:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-12 06:50:00,10.16.1.2,10.16.1.255,Lateral Movement,1,Node 10.16.1.2:138 (victim/zombie) moved laterally to 10.16.1.255:138 in the same subnet soon after being attacked,Inferred Logic
