Timestamp_Readable,Src_IP,Dst_IP,EventType,event_count,Details,Source
2021-05-10 04:45:00,10.12.1.2,10.12.1.255,Lateral Movement,1,Node 10.12.1.2:138 (victim/zombie) moved laterally to 10.12.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 04:55:00,10.12.1.2,10.12.1.255,Lateral Movement,1,Node 10.12.1.2:138 (victim/zombie) moved laterally to 10.12.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 05:10:00,10.12.1.2,10.12.1.255,Lateral Movement,1,Node 10.12.1.2:138 (victim/zombie) moved laterally to 10.12.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 05:20:00,10.12.1.2,10.12.1.255,Lateral Movement,1,Node 10.12.1.2:138 (victim/zombie) moved laterally to 10.12.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 05:25:00,10.12.1.3,10.12.1.254,Direct Attack,1,"DOS_ATTACK - {'host_ip': '10.12.1.3', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(-55.72997184260168)}",Anomaly Log
2021-05-10 05:35:00,10.12.1.2,10.12.1.255,Lateral Movement,1,Node 10.12.1.2:138 (victim/zombie) moved laterally to 10.12.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 05:45:00,10.12.1.2,10.12.1.255,Lateral Movement,1,Node 10.12.1.2:138 (victim/zombie) moved laterally to 10.12.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 05:55:00,10.12.1.2,10.12.1.255,Lateral Movement,1,Node 10.12.1.2:138 (victim/zombie) moved laterally to 10.12.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 05:55:00,10.12.1.3,10.1.2.2,Direct Attack,1,"DOS_ATTACK - {'host_ip': '10.12.1.3', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(-55.64219572518474)}",Anomaly Log
2021-05-10 06:10:00,10.12.1.2,10.12.1.255,Lateral Movement,1,Node 10.12.1.2:138 (victim/zombie) moved laterally to 10.12.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 06:15:00,10.12.1.3,10.12.1.254,Direct Attack,1,"DOS_ATTACK - {'host_ip': '10.12.1.3', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(-54.20435275572218)}",Anomaly Log
2021-05-10 06:20:00,10.12.1.2,10.12.1.255,Lateral Movement,1,Node 10.12.1.2:138 (victim/zombie) moved laterally to 10.12.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 06:35:00,10.12.1.2,10.12.1.255,Lateral Movement,1,Node 10.12.1.2:138 (victim/zombie) moved laterally to 10.12.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 06:45:00,10.12.1.2,10.12.1.255,Lateral Movement,1,Node 10.12.1.2:138 (victim/zombie) moved laterally to 10.12.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 06:50:00,10.12.1.3,10.12.1.254,Direct Attack,1,"DOS_ATTACK - {'host_ip': '10.12.1.3', 'feature_type': 'behavior_volume', 'deviation_percent': np.float64(-55.834589857906366)}",Anomaly Log
2021-05-10 06:55:00,10.12.1.2,10.12.1.255,Lateral Movement,1,Node 10.12.1.2:138 (victim/zombie) moved laterally to 10.12.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 07:10:00,10.12.1.2,10.12.1.255,Lateral Movement,1,Node 10.12.1.2:138 (victim/zombie) moved laterally to 10.12.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 07:20:00,10.12.1.2,10.12.1.255,Lateral Movement,1,Node 10.12.1.2:138 (victim/zombie) moved laterally to 10.12.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 07:35:00,10.12.1.2,10.12.1.255,Lateral Movement,1,Node 10.12.1.2:138 (victim/zombie) moved laterally to 10.12.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 07:45:00,10.12.1.2,10.12.1.255,Lateral Movement,1,Node 10.12.1.2:138 (victim/zombie) moved laterally to 10.12.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 07:55:00,10.12.1.2,10.12.1.255,Lateral Movement,1,Node 10.12.1.2:138 (victim/zombie) moved laterally to 10.12.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 08:10:00,10.12.1.2,10.12.1.255,Lateral Movement,1,Node 10.12.1.2:138 (victim/zombie) moved laterally to 10.12.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 08:20:00,10.12.1.2,10.12.1.255,Lateral Movement,1,Node 10.12.1.2:138 (victim/zombie) moved laterally to 10.12.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 08:35:00,10.12.1.2,10.12.1.255,Lateral Movement,1,Node 10.12.1.2:138 (victim/zombie) moved laterally to 10.12.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 08:45:00,10.12.1.2,10.12.1.255,Lateral Movement,1,Node 10.12.1.2:138 (victim/zombie) moved laterally to 10.12.1.255:138 in the same subnet soon after being attacked,Inferred Logic
2021-05-10 08:55:00,10.12.1.2,10.12.1.255,Lateral Movement,1,Node 10.12.1.2:138 (victim/zombie) moved laterally to 10.12.1.255:138 in the same subnet soon after being attacked,Inferred Logic
